Nombre del local,ID de pedido,ID del restaurante,Método de entrega,Forma de pago,Estado del pedido,Fecha del pedido,Aceptado en,Lista para retiro,Rider near pickup at,Enviado a,Entregado en,Cancelado en,Motivo de rechazo,Tipo de rechazo,Total del pedido,Tarifa mínima por pedido,Vendor Refunds,Descuentos subsidiados por la tienda,Voucher subsidiado por la tienda,Servicio PedidosYa,Cargos,Joker Fee,Is Payable,Is Paid,Ingreso estimado,Cash amount already collected by vendor,Monto adeudado a PedidosYa,Payout Amount,PedidosYa-Funded Discount,PedidosYa-Funded Voucher,Total Discount,Total Voucher,Tax Amount,Artículos
Starbucks Galería 360,1201280471,183569,Plataforma de entrega,,Cancelado,2024-06-12 19:51,2024-06-12 19:51,,,,,2024-06-12 19:52,Motivo: Falta de prodcutos para el pedido,Vendor,"625,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,"0,00","0,00","0,00","0,00","0,00","0,00","32,50","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera], 1 Iced Passion Tea® [1 No, 1 Grande (16oz)]"
Starbucks Galería 360,1201450421,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-12 21:05,2024-06-12 21:05,,2024-06-12 21:09,2024-06-12 21:22,2024-06-12 21:32,,,,"2.917,00","0,00","0,00","0,00","0,00","466,72","0,00","0,00",,,"2.439,78","0,00","0,00","2.439,78","75,00","0,00","75,00","0,00","0,00","2 Chocolate Chip Cookies, 1 Pan De Chocolate, 2 Brownie de Chocolate, 7 Sandwich de Tocineta, Queso Gouda & Huevo, 1 Croissant Nocciola"
Starbucks Galería 360,1201455805,183569,Plataforma de entrega,Online,Entregado,2024-06-12 21:37,2024-06-12 21:37,,2024-06-12 21:39,2024-06-12 21:50,2024-06-12 22:00,,,,"1.050,00","0,00","0,00","0,00","0,00","168,00","0,00","0,00",,,"878,22","0,00","0,00","878,22","0,00","0,00","0,00","0,00","0,00","1 Sandwich de Tocineta, Queso Gouda & Huevo, 1 Strawberry Açaí Frozen Refresher [1 Grande (16oz)], 1 Chocolate Cookies & Créme Frappuccino® [1 Venti (20oz), 1 Si]"
Starbucks Galería 360,1201462456,183569,Plataforma de entrega,Online,Entregado,2024-06-12 21:46,2024-06-12 21:46,,2024-06-12 21:53,2024-06-12 21:54,2024-06-12 22:12,,,,"450,00","0,00","0,00","0,00","0,00","72,00","0,00","0,00",,,"376,38","0,00","0,00","376,38","0,00","0,00","0,00","0,00","0,00","1 Chocolate Cookies & Créme Frappuccino® [1 Si, 1 Venti (20oz)]"
Starbucks Galería 360,1201536497,183569,Plataforma de entrega,Online,Entregado,2024-06-13 07:54,2024-06-13 07:54,,2024-06-13 07:56,2024-06-13 08:01,2024-06-13 08:16,,,,"395,00","0,00","0,00","0,00","0,00","63,20","0,00","0,00",,,"330,38","0,00","0,00","330,38","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Venti 20oz, 1 Entera]"
Starbucks Galería 360,1201537005,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:25,2024-06-13 08:26,,2024-06-13 08:28,2024-06-13 08:31,2024-06-13 08:59,,,,"315,00","0,00","0,00","0,00","0,00","50,40","0,00","0,00",,,"263,47","0,00","0,00","263,47","0,00","0,00","0,00","0,00","0,00","1 Café Latte [1 Fria, 1 Deslactosada, 1 No, 1 Grande 16oz]"
Starbucks Galería 360,1201537115,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:31,2024-06-13 08:31,,2024-06-13 08:39,2024-06-13 08:45,2024-06-13 08:51,,,,"325,00","0,00","0,00","0,00","0,00","52,00","0,00","0,00",,,"271,83","0,00","0,00","271,83","0,00","0,00","0,00","0,00","0,00","1 Hot Chocolate [1 Entera, 1 No, 1 Grande 16oz]"
Starbucks Galería 360,1201537222,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 08:34,2024-06-13 08:34,,2024-06-13 08:41,2024-06-13 08:58,2024-06-13 09:26,,,,"665,00","0,00","0,00","0,00","0,00","106,40","0,00","0,00",,,"556,21","0,00","0,00","556,21","0,00","0,00","0,00","0,00","0,00","1 Chai Tea Latte [1 Caliente, 1 Soya, 1 Sin Azúcar, 1 No, 1 Venti 20oz], 1 Croissant de Jamón y Queso"
Starbucks Galería 360,1201575654,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:24,2024-06-13 08:24,,2024-06-13 08:26,2024-06-13 08:31,2024-06-13 08:41,,,,"325,00","0,00","0,00","0,00","0,00","52,00","0,00","0,00",,,"271,83","0,00","0,00","271,83","0,00","0,00","0,00","0,00","0,00","1 Hot Chocolate [1 Grande 16oz, 1 Semidescremada, 1 No]"
Starbucks Galería 360,1201576384,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:44,2024-06-13 08:44,,2024-06-13 08:47,2024-06-13 08:58,2024-06-13 09:09,,,,"385,00","0,00","0,00","0,00","0,00","61,60","0,00","0,00",,,"322,01","0,00","0,00","322,01","12,50","0,00","12,50","0,00","0,00","1 Café Latte [1 Caliente, 1 Semidescremada, 1 Vainilla, 1 Si, 1 Grande 16oz]"
Starbucks Galería 360,1201576399,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:44,2024-06-13 08:45,,2024-06-13 08:56,2024-06-13 09:02,2024-06-13 09:09,,,,"620,00","0,00","0,00","0,00","0,00","99,20","0,00","0,00",,,"518,57","0,00","0,00","518,57","0,00","0,00","0,00","0,00","0,00","1 Caramel Macchiato [1 Caliente, 1 Entera, 1 Splenda, 1 Grande 16oz], 1 Sandwich de Tocineta, Queso Gouda & Huevo"
Starbucks Galería 360,1201577668,183569,Plataforma de entrega,Online,Entregado,2024-06-13 09:19,2024-06-13 09:20,,2024-06-13 09:26,2024-06-13 09:31,2024-06-13 09:41,,,,"600,00","0,00","0,00","0,00","0,00","96,00","0,00","0,00",,,"501,84","0,00","0,00","501,84","0,00","0,00","0,00","0,00","0,00","1 Hot Chocolate [1 Grande 16oz, 1 Deslactosada, 1 No], 1 Sandwich de Tocineta, Queso Gouda & Huevo"
Starbucks Galería 360,1201722352,183569,Retirado,Online,Entregado,2024-06-13 08:37,2024-06-13 08:37,2024-06-13 08:51,,,2024-06-13 08:51,,,,"345,00","0,00","0,00","0,00","0,00","55,20","0,00","0,00",,,"288,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 Caramel Macchiato [1 Caliente, 1 Entera, 1 Crema, 1 Aparte, 1 No, 1 Grande 16oz]"
Starbucks Galería 360,1201738379,183569,Plataforma de entrega,Online,Entregado,2024-06-13 08:47,2024-06-13 08:47,,2024-06-13 08:56,2024-06-13 09:02,2024-06-13 09:18,,,,"340,00","0,00","0,00","0,00","0,00","54,40","0,00","0,00",,,"284,38","0,00","0,00","284,38","22,50","0,00","22,50","0,00","0,00","1 Pumpkin Bread, 1 Croissant de Mantequilla"
Starbucks Galería 360,1201764819,183569,Plataforma de entrega,Online,Entregado,2024-06-13 10:21,2024-06-13 10:22,,2024-06-13 10:33,2024-06-13 10:58,2024-06-13 11:07,,,,"640,00","0,00","0,00","0,00","0,00","102,40","0,00","0,00",,,"535,30","0,00","0,00","535,30","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera], 1 Sandwich de Tocineta, Queso Gouda & Huevo"
Starbucks Galería 360,1201765596,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 10:34,2024-06-13 10:34,,2024-06-13 10:40,2024-06-13 11:00,2024-06-13 11:07,,,,"325,00","0,00","0,00","0,00","0,00","52,00","0,00","0,00",,,"271,83","0,00","0,00","271,83","0,00","0,00","0,00","0,00","0,00",1 Strawberry Açaí Frozen Refresher [1 Grande (16oz)]
Starbucks Galería 360,1201787569,183569,Plataforma de entrega,Online,Entregado,2024-06-13 10:19,2024-06-13 10:19,,2024-06-13 10:21,2024-06-13 10:50,2024-06-13 11:00,,,,"660,00","0,00","0,00","0,00","0,00","105,60","0,00","0,00",,,"552,02","0,00","0,00","552,02","0,00","0,00","0,00","0,00","0,00","1 Caramel Macchiato [1 Caliente, 1 Entera, 1 No, 1 Sin Azúcar, 1 Venti 20oz], 1 Sandwich de Tocineta de Pavo Low-Fat & Huevo"
Starbucks Galería 360,1201787889,183569,Plataforma de entrega,Online,Entregado,2024-06-13 10:24,2024-06-13 10:24,,2024-06-13 10:26,2024-06-13 10:53,2024-06-13 11:03,,,,"350,00","0,00","0,00","0,00","0,00","56,00","0,00","0,00",,,"292,74","0,00","0,00","292,74","0,00","0,00","0,00","0,00","0,00","1 Flat White [1 Caliente, 1 Deslactosada, 1 Crema, 1 Aparte, 1 Grande 16oz]"
Starbucks Galería 360,1201788760,183569,Plataforma de entrega,Online,Entregado,2024-06-13 10:38,2024-06-13 10:39,,2024-06-13 10:40,2024-06-13 11:00,2024-06-13 11:12,,,,"630,00","0,00","0,00","0,00","0,00","100,80","0,00","0,00",,,"526,93","0,00","0,00","526,93","0,00","0,00","0,00","0,00","0,00","1 Cafè Mocha [1 Caliente, 1 Entera, 1 Crema, 1 Venti 20oz], 1 Croissant de Jamón y Queso"
Starbucks Galería 360,1201793343,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 11:38,2024-06-13 11:39,,2024-06-13 11:38,2024-06-13 11:47,2024-06-13 11:53,,,,"395,00","0,00","0,00","0,00","0,00","63,20","0,00","0,00",,,"330,38","0,00","0,00","330,38","0,00","0,00","0,00","0,00","0,00","1 Double Chocolate Chip Frappuccino® [1 Venti 20oz, 1 Entera]"
Starbucks Galería 360,1201922303,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:16,2024-06-13 13:17,2024-06-13 13:22,2024-06-13 13:22,2024-06-13 13:25,2024-06-13 13:34,,,,"540,00","0,00","0,00","0,00","0,00","86,40","0,00","0,00",,,"451,66","0,00","0,00","451,66","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Venti 20oz, 1 Semidescremada], 1 Chocolate Chip Cookies"
Starbucks Galería 360,1201948464,183569,Plataforma de entrega,Online,Entregado,2024-06-13 12:57,2024-06-13 12:57,,2024-06-13 12:57,2024-06-13 13:05,2024-06-13 13:14,,,,"290,00","0,00","0,00","0,00","0,00","46,40","0,00","0,00",,,"242,56","0,00","0,00","242,56","0,00","0,00","0,00","0,00","0,00",2 Chocolate Chip Cookies
Starbucks Galería 360,1201953478,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:26,2024-06-13 13:27,,2024-06-13 13:39,2024-06-13 13:44,2024-06-13 13:57,,,,"730,00","0,00","0,00","0,00","0,00","116,80","0,00","0,00",,,"610,57","0,00","0,00","610,57","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera], 1 Vanilla Cream Frappuccino® [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1201970713,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:18,2024-06-13 13:18,2024-06-13 13:22,2024-06-13 13:22,2024-06-13 13:25,2024-06-13 13:42,,,,"275,00","0,00","0,00","0,00","0,00","44,00","0,00","0,00",,,"230,01","0,00","0,00","230,01","0,00","0,00","0,00","0,00","0,00",1 Sandwich de Tocineta de Pavo Low-Fat & Huevo
Starbucks Galería 360,1201973420,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:32,2024-06-13 13:32,,2024-06-13 13:39,2024-06-13 13:44,2024-06-13 13:59,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Vanilla Cream Frappuccino® [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1201974738,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:38,2024-06-13 13:38,,2024-06-13 13:49,2024-06-13 13:51,2024-06-13 14:09,,,,"585,00","0,00","0,00","0,00","0,00","93,60","0,00","0,00",,,"489,29","0,00","0,00","489,29","42,50","0,00","42,50","0,00","0,00","3 Americano [1 Fria, 1 Entera, 1 Sin Azúcar, 1 Grande 16oz]"
Starbucks Galería 360,1201976449,183569,Plataforma de entrega,Online,Entregado,2024-06-13 13:47,2024-06-13 13:47,,2024-06-13 13:55,2024-06-13 13:58,2024-06-13 14:13,,,,"720,00","0,00","0,00","0,00","0,00","115,20","0,00","0,00",,,"602,21","0,00","0,00","602,21","0,00","0,00","0,00","0,00","0,00","1 Latte Macchiato [1 Fria, 1 Almond Milk, 1 Sin Azúcar, 1 Grande 16oz, 1 Vainilla], 1 Caramel Macchiato [1 Grande 16oz, 1 Caliente, 1 Deslactosada, 1 No, 1 No, 1 Sin Azúcar]"
Starbucks Galería 360,1202001989,183569,Plataforma de entrega,Online,Entregado,2024-06-13 14:12,2024-06-13 14:12,,2024-06-13 14:13,2024-06-13 14:17,2024-06-13 14:32,,,,"625,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00",,,"522,75","0,00","0,00","522,75","0,00","0,00","0,00","0,00","0,00","1 Banana Nut Loaf, 1 Chocolate Cookies & Créme Frappuccino® [1 Venti (20oz), 1 Si]"
Starbucks Galería 360,1202022035,183569,Plataforma de entrega,Online,Entregado,2024-06-13 14:18,2024-06-13 14:18,,2024-06-13 14:23,2024-06-13 14:28,2024-06-13 14:38,,,,"775,00","0,00","0,00","0,00","0,00","124,00","0,00","0,00",,,"648,21","0,00","0,00","648,21","195,00","0,00","195,00","0,00","0,00","1 Strawberry Acai Lemonade [1 Venti 20oz], 1 Coffee Cake, 1 Sandwich de Tocineta, Queso Gouda & Huevo"
Starbucks Galería 360,1202061184,183569,Plataforma de entrega,Online,Entregado,2024-06-13 15:02,2024-06-13 15:02,2024-06-13 15:28,2024-06-13 15:07,2024-06-13 15:29,2024-06-13 15:47,,,,"295,00","0,00","0,00","0,00","0,00","47,20","0,00","0,00",,,"246,74","0,00","0,00","246,74","0,00","0,00","0,00","0,00","0,00","1 Americano [1 Crema, 1 Venti 20oz, 1 Fria, 1 Deslactosada, 1 Vainilla, 1 Caramel]"
Starbucks Galería 360,1202065562,183569,Plataforma de entrega,Online,Entregado,2024-06-13 15:32,2024-06-13 15:32,,2024-06-13 15:34,2024-06-13 15:37,2024-06-13 15:45,,,,"420,00","0,00","0,00","0,00","0,00","67,20","0,00","0,00",,,"351,29","0,00","0,00","351,29","17,50","0,00","17,50","0,00","0,00","1 Strawberry Acai [1 Grande 16oz], 1 Chocolate Chip Cookies"
Starbucks Galería 360,1202066680,183569,Plataforma de entrega,Online,Entregado,2024-06-13 14:42,2024-06-13 14:42,2024-06-13 14:57,2024-06-13 14:44,2024-06-13 15:01,2024-06-13 15:27,,,,"1.172,00","0,00","0,00","0,00","0,00","187,52","0,00","0,00",,,"980,26","0,00","0,00","980,26","42,50","0,00","42,50","0,00","0,00","1 Americano [1 Grande 16oz, 1 Fria, 1 Sin Azúcar, 1 Entera], 1 Cafè Mocha [1 Fria, 1 Grande 16oz, 1 Entera, 1 Sin Azúcar], 1 Chai Tea Latte [1 Fria, 1 Entera, 1 No, 1 Grande 16oz, 1 Sin Azúcar], 1 Chocolate Chip Cookies, 2 Mini Pastel de Nata"
Starbucks Galería 360,1202067572,183569,Plataforma de entrega,Online,Entregado,2024-06-13 14:47,2024-06-13 14:48,,2024-06-13 14:49,2024-06-13 14:57,2024-06-13 15:12,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1202102210,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 15:39,2024-06-13 15:39,,2024-06-13 15:44,2024-06-13 16:06,2024-06-13 16:25,,,,"395,00","0,00","0,00","0,00","0,00","63,20","0,00","0,00",,,"330,38","0,00","0,00","330,38","0,00","0,00","0,00","0,00","0,00","1 Vanilla Cream Frappuccino® [1 Venti 20oz, 1 Entera]"
Starbucks Galería 360,1202103435,183569,Plataforma de entrega,Online,Entregado,2024-06-13 15:50,2024-06-13 15:50,,2024-06-13 16:06,2024-06-13 16:06,2024-06-13 16:14,,,,"450,00","0,00","0,00","0,00","0,00","72,00","0,00","0,00",,,"376,38","0,00","0,00","376,38","12,00","0,00","12,00","0,00","0,00","1 Caramel Macchiato [1 Deslactosada, 1 No, 1 Blanca, 1 Grande 16oz, 1 Caliente, 1 Caramelo, 1 Mezclada, 1 Si, 1 Caramel]"
Starbucks Galería 360,1202116723,183569,Plataforma de entrega,Online,Entregado,2024-06-13 15:59,2024-06-13 15:59,,2024-06-13 16:06,2024-06-13 16:18,2024-06-13 16:37,,,,"875,00","0,00","0,00","0,00","0,00","140,00","0,00","0,00",,,"731,85","0,00","0,00","731,85","0,00","0,00","0,00","0,00","0,00","1 Strawberries & Cream Frappuccino® [1 Grande 16oz, 1 Semidescremada], 1 Vanilla Cream Frappuccino® [1 Grande 16oz, 1 Deslactosada], 1 Chocolate Chip Cookies"
Starbucks Galería 360,1202118314,183569,Plataforma de entrega,Online,Entregado,2024-06-13 16:12,2024-06-13 16:12,,2024-06-13 16:16,2024-06-13 16:19,2024-06-13 16:25,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Si, 1 Entera]"
Starbucks Galería 360,1202119838,183569,Plataforma de entrega,Online,Entregado,2024-06-13 16:26,2024-06-13 16:26,2024-06-13 16:32,2024-06-13 16:26,2024-06-13 16:38,2024-06-13 16:46,,,,"730,00","0,00","0,00","0,00","0,00","116,80","0,00","0,00",,,"610,57","0,00","0,00","610,57","0,00","0,00","0,00","0,00","0,00","2 Mocha Frappuccino® [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1202229327,183569,Plataforma de entrega,Online,Entregado,2024-06-13 17:19,2024-06-13 17:19,,2024-06-13 17:19,2024-06-13 17:30,2024-06-13 17:40,,,,"1.055,00","0,00","0,00","0,00","0,00","168,80","0,00","0,00",,,"882,40","0,00","0,00","882,40","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Si, 1 Deslactosada, 1 Grande 16oz], 1 Double Chocolate Chip Frappuccino® [1 Deslactosada, 1 Grande 16oz, 1 Si], 1 Coffee Frappuccino® [1 Grande 16oz, 1 Si, 1 Deslactosada]"
Starbucks Galería 360,1202267699,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 17:31,2024-06-13 17:31,,2024-06-13 17:38,2024-06-13 17:50,2024-06-13 18:07,,,,"665,00","0,00","0,00","0,00","0,00","106,40","0,00","0,00",,,"556,21","0,00","0,00","556,21","42,50","0,00","42,50","0,00","0,00","1 Strawberries & Cream Frappuccino® [1 Grande 16oz, 1 Entera], 1 Croissant de Mantequilla, 1 Brownie de Chocolate"
Starbucks Galería 360,1202442906,183569,Plataforma de entrega,Online,Entregado,2024-06-13 19:43,2024-06-13 19:43,,2024-06-13 19:50,2024-06-13 19:53,2024-06-13 20:02,,,,"790,00","0,00","0,00","0,00","0,00","126,40","0,00","0,00",,,"660,76","0,00","0,00","660,76","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Venti 20oz, 1 Si, 1 Entera], 1 Strawberries & Cream Frappuccino® [1 Semidescremada, 1 Venti 20oz, 1 Si]"
Starbucks Galería 360,1202443205,183569,Retirado,Online,Entregado,2024-06-13 19:44,2024-06-13 19:44,2024-06-13 19:53,,,2024-06-13 19:53,,,,"395,00","0,00","0,00","0,00","0,00","63,20","0,00","0,00",,,"330,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Venti 20oz, 1 Entera]"
Starbucks Galería 360,1202554007,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 20:47,2024-06-13 20:47,,2024-06-13 20:52,2024-06-13 21:02,2024-06-13 21:19,,,,"395,00","0,00","0,00","0,00","0,00","63,20","0,00","0,00",,,"330,38","0,00","0,00","330,38","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Venti 20oz, 1 Entera]"
Starbucks Galería 360,1202562651,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-13 20:25,2024-06-13 20:25,,2024-06-13 20:30,2024-06-13 20:40,2024-06-13 20:54,,,,"610,00","0,00","0,00","0,00","0,00","97,60","0,00","0,00",,,"510,20","0,00","0,00","510,20","0,00","0,00","0,00","0,00","0,00","1 Dragon Drink [1 Venti 20oz], 1 Sandwich de Tocineta de Pavo Low-Fat & Huevo"
Starbucks Galería 360,1202790203,183569,Plataforma de entrega,Online,Entregado,2024-06-14 07:46,2024-06-14 07:46,,2024-06-14 07:48,2024-06-14 07:51,2024-06-14 08:04,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1202790675,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-14 08:13,2024-06-14 08:13,,2024-06-14 08:15,2024-06-14 08:22,2024-06-14 08:36,,,,"415,00","0,00","0,00","0,00","0,00","66,40","0,00","0,00",,,"347,11","0,00","0,00","347,11","0,00","0,00","0,00","0,00","0,00","1 Caramel Macchiato [1 Grande 16oz, 1 Fria, 1 Coconut, 1 Caramel, 1 Blanca, 1 Aparte, 1 No]"
Starbucks Galería 360,1202791296,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:37,2024-06-14 08:37,,2024-06-14 08:40,2024-06-14 08:41,2024-06-14 09:06,,,,"350,00","0,00","0,00","0,00","0,00","56,00","0,00","0,00",,,"292,74","0,00","0,00","292,74","0,00","0,00","0,00","0,00","0,00","1 Café Latte [1 Fria, 1 Almond Milk, 1 Grande 16oz]"
Starbucks Galería 360,1202791384,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:40,2024-06-14 08:40,,2024-06-14 08:41,2024-06-14 08:46,2024-06-14 08:53,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","7,50","0,00","7,50","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Si, 1 Semidescremada]"
Starbucks Galería 360,1202792332,183569,Plataforma de entrega,Online,Entregado,2024-06-14 09:08,2024-06-14 09:08,2024-06-14 09:18,2024-06-14 09:11,2024-06-14 09:18,2024-06-14 09:28,,,,"1.070,00","0,00","0,00","0,00","0,00","171,20","0,00","0,00",,,"894,95","0,00","0,00","894,95","0,00","0,00","0,00","0,00","0,00","1 Strawberry Acai [1 Grande 16oz], 1 Mango Dragonfruit Lemonade [1 Grande 16oz], 1 Pan De Chocolate, 1 Sandwich de Tocineta de Pavo Low-Fat & Huevo"
Starbucks Galería 360,1202792800,183569,Plataforma de entrega,Online,Entregado,2024-06-14 09:19,2024-06-14 09:19,,2024-06-14 09:24,2024-06-14 09:27,2024-06-14 09:37,,,,"570,00","0,00","0,00","0,00","0,00","91,20","0,00","0,00",,,"476,75","0,00","0,00","476,75","0,00","0,00","0,00","0,00","0,00","1 Mango Dragonfruit Lemonade [1 Grande 16oz], 1 Sandwich de Salchicha, Queso Cheddar & Huevo"
Starbucks Galería 360,1202805606,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:04,2024-06-14 08:04,2024-06-14 08:21,2024-06-14 08:11,2024-06-14 08:23,2024-06-14 08:30,,,,"625,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00",,,"522,75","0,00","0,00","522,75","0,00","0,00","0,00","0,00","0,00","1 Caramel Macchiato [1 Grande 16oz, 1 Caliente, 1 Entera, 1 Blanca, 1 Mezclada, 1 Si], 1 Croissant de Jamón y Queso"
Starbucks Galería 360,1202805968,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:21,2024-06-14 08:22,,2024-06-14 08:22,2024-06-14 08:28,2024-06-14 08:41,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Entera]"
Starbucks Galería 360,1202806003,183569,Plataforma de entrega,Efectivo,Entregado,2024-06-14 08:23,2024-06-14 08:23,,2024-06-14 08:24,2024-06-14 08:29,2024-06-14 08:46,,,,"400,00","0,00","0,00","0,00","0,00","64,00","0,00","0,00",,,"334,56","0,00","0,00","334,56","0,00","0,00","0,00","0,00","0,00","1 Espresso Frappuccino® [1 Grande 16oz, 1 No, 1 Almond Milk]"
Starbucks Galería 360,1202806129,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:28,2024-06-14 08:28,,2024-06-14 08:28,2024-06-14 08:37,2024-06-14 08:44,,,,"325,00","0,00","0,00","0,00","0,00","52,00","0,00","0,00",,,"271,83","0,00","0,00","271,83","0,00","0,00","0,00","0,00","0,00","1 Hot Chocolate [1 Grande 16oz, 1 Semidescremada, 1 Si]"
Starbucks Galería 360,1202806219,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:31,2024-06-14 08:31,,2024-06-14 08:32,2024-06-14 08:37,2024-06-14 08:56,,,,"365,00","0,00","0,00","0,00","0,00","58,40","0,00","0,00",,,"305,29","0,00","0,00","305,29","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Semidescremada]"
Starbucks Galería 360,1202806264,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:33,2024-06-14 08:33,2024-06-14 08:39,2024-06-14 08:36,2024-06-14 08:41,2024-06-14 08:56,,,,"350,00","0,00","0,00","0,00","0,00","56,00","0,00","0,00",,,"292,74","0,00","0,00","292,74","12,50","0,00","12,50","0,00","0,00","1 Café Latte [1 Caliente, 1 Semidescremada, 1 Vainilla, 1 Grande 16oz]"
Starbucks Galería 360,1202806602,183569,Plataforma de entrega,Online,Entregado,2024-06-14 08:46,2024-06-14 08:46,,2024-06-14 08:48,2024-06-14 08:53,2024-06-14 09:01,,,,"600,00","0,00","0,00","0,00","0,00","96,00","0,00","0,00",,,"501,84","0,00","0,00","501,84","12,50","0,00","12,50","0,00","0,00","1 Mango Dragonfruit Lemonade [1 Venti 20oz], 1 Sandwich de Salchicha, Queso Cheddar & Huevo"
Starbucks Galería 360,1202807701,183569,Plataforma de entrega,Online,Entregado,2024-06-14 09:14,2024-06-14 09:14,,2024-06-14 09:14,2024-06-14 09:21,2024-06-14 09:33,,,,"730,00","0,00","0,00","0,00","0,00","116,80","0,00","0,00",,,"610,57","0,00","0,00","610,57","17,50","0,00","17,50","0,00","0,00","2 Caramel Frappuccino [1 Grande 16oz, 1 Si, 1 Entera]"
Starbucks Galería 360,1202808044,183569,Plataforma de entrega,Online,Entregado,2024-06-14 09:23,2024-06-14 09:23,2024-06-14 09:36,2024-06-14 09:42,2024-06-14 09:44,2024-06-14 09:53,,,,"950,00","0,00","0,00","0,00","0,00","152,00","649,00","0,00",,,"145,58","0,00","0,00","145,58","0,00","0,00","0,00","0,00","0,00","1 Caramel Frappuccino [1 Grande 16oz, 1 Soya], 2 Sandwich de Salchicha, Queso Cheddar & Huevo"
Starbucks Galería 360,1202809957,183569,Plataforma de entrega,Online,Entregado,2024-06-14 09:56,2024-06-14 09:56,,2024-06-14 10:03,2024-06-14 10:05,2024-06-14 10:16,,,,"430,00","0,00","0,00","0,00","0,00","68,80","0,00","0,00",,,"359,65","0,00","0,00","359,65","0,00","0,00","0,00","0,00","0,00","1 Espresso Frappuccino® [1 Venti 20oz, 1 Si, 1 Almond Milk]"
